0,0.724253,0.896586,0.590756,0.000000
1,0.672199,0.841162,0.000000,-0.561749
2,0.604891,0.804241,-2.751231,0.000000
3,0.547690,0.797846,-2.907621,0.000000
4,0.496358,0.804172,0.000000,0.000000
5,0.617460,0.761963,0.000000,1.057674
6,0.549819,0.690047,-2.978922,0.000000
7,0.498622,0.650855,-2.900057,0.000000
8,0.456630,0.632513,0.000000,0.000000
9,0.614404,0.822916,0.000000,0.615441
10,0.501226,0.833000,-3.130801,0.000000
11,0.448222,0.838300,3.131984,0.000000
12,0.419915,0.840856,0.000000,0.000000
13,0.611498,0.892237,0.000000,0.574490
14,0.501330,0.907546,0.609596,0.000000
15,0.506920,0.902363,2.673511,0.000000
16,0.528854,0.896065,0.000000,0.000000
17,0.611689,0.953324,0.000000,0.000000
18,0.530868,0.966548,1.019040,0.000000
19,0.537238,0.951034,2.760530,0.000000
20,0.555322,0.932408,0.000000,0.000000
0,0.720896,0.888330,0.565052,0.000000
1,0.660303,0.819660,0.000000,-0.678470
2,0.590388,0.791224,-2.738425,0.000000
3,0.533871,0.792178,-2.974632,0.000000
4,0.486644,0.800960,0.000000,0.000000
5,0.615972,0.755153,0.000000,1.113387
6,0.550816,0.682002,-3.028708,0.000000
7,0.500283,0.636756,-2.883061,0.000000
8,0.453858,0.613074,0.000000,0.000000
9,0.614366,0.820790,0.000000,0.518528
10,0.496905,0.830907,-3.105623,0.000000
11,0.443887,0.837402,3.098429,0.000000
12,0.411930,0.839923,0.000000,0.000000
13,0.613810,0.893519,0.000000,0.526273
14,0.497299,0.907821,1.559805,0.000000
15,0.496357,0.899383,1.868803,0.000000
16,0.512585,0.892346,0.000000,0.000000
17,0.614598,0.958454,0.000000,0.000000
18,0.526885,0.967320,1.332849,0.000000
19,0.529497,0.948401,2.475888,0.000000
20,0.547499,0.931020,0.000000,0.000000
0,0.718913,0.887952,0.570651,0.000000
1,0.660554,0.826006,0.000000,-0.680669
2,0.596582,0.793288,-2.610224,0.000000
3,0.543076,0.796427,-2.911513,0.000000
4,0.495993,0.810409,0.000000,0.000000
5,0.609900,0.752196,0.000000,1.112314
6,0.543669,0.676349,-2.965895,0.000000
7,0.493403,0.635927,-2.853776,0.000000
8,0.447181,0.616956,0.000000,0.000000
9,0.605817,0.815358,0.000000,0.694446
10,0.486769,0.829152,-3.121483,0.000000
11,0.440275,0.835489,-3.110843,0.000000
12,0.412272,0.840187,0.000000,0.000000
13,0.604228,0.886515,0.000000,0.725815
14,0.491098,0.906199,0.245935,0.000000
15,0.507455,0.898930,2.950563,0.000000
16,0.533818,0.892836,0.000000,0.000000
17,0.606102,0.950960,0.000000,0.000000
18,0.522547,0.966408,0.684868,0.000000
19,0.537774,0.948444,2.897101,0.000000
20,0.562932,0.930361,0.000000,0.000000
0,0.714906,0.882562,0.542046,0.000000
1,0.655090,0.813325,0.000000,-0.685152
2,0.586593,0.782120,-2.670375,0.000000
3,0.532564,0.784485,-2.943444,0.000000
4,0.486885,0.795755,0.000000,0.000000
5,0.611750,0.751473,0.000000,1.070441
6,0.545134,0.677872,-3.051017,0.000000
7,0.493166,0.629979,-2.924111,0.000000
8,0.445764,0.602389,0.000000,0.000000
9,0.607676,0.817986,0.000000,0.647022
10,0.491367,0.822738,3.087511,0.000000
11,0.439767,0.822054,3.136466,0.000000
12,0.412761,0.821558,0.000000,0.000000
13,0.604573,0.889908,0.000000,0.633769
14,0.487976,0.897666,0.727133,0.000000
15,0.499947,0.885498,2.544741,0.000000
16,0.529026,0.879702,0.000000,0.000000
17,0.601625,0.951827,0.000000,0.000000
18,0.516616,0.955311,0.957908,0.000000
19,0.530543,0.933675,2.733384,0.000000
20,0.557555,0.915563,0.000000,0.000000
0,0.711340,0.883221,0.564342,0.000000
1,0.657656,0.829135,0.000000,-0.709175
2,0.594117,0.797260,-2.652830,0.000000
3,0.537847,0.798599,-2.995185,0.000000
4,0.487656,0.807224,0.000000,0.000000
5,0.601461,0.747290,0.000000,1.110467
6,0.542046,0.667305,-2.943954,0.000000
7,0.491464,0.621648,-2.937797,0.000000
8,0.447384,0.595793,0.000000,0.000000
9,0.593611,0.808697,0.000000,0.903251
10,0.481042,0.812221,3.128921,0.000000
11,0.431257,0.813148,-3.126853,0.000000
12,0.409251,0.813882,0.000000,0.000000
13,0.588577,0.877843,0.000000,0.952188
